priority_rank,ticker,company,exchange,market_cap_usd,sector,cik,priority_method,filer_category,last_annual,existing_catalog_match,existing_leader_count,existing_leader_ids,existing_leader_names,existing_x_handles,research_priority,discovery_mode,target_roles,executive_name,executive_role,role_status,role_source_url,x_handle,x_check_type,x_identity_status,x_identity_source_url,x_activity_status,x_last_activity_at,recommended_categories,sp500_member,nasdaq100_member,confidence,review_status,review_notes
546,CHWY,"Chewy, Inc.",NYSE,,,0001766502,sec_filer_category_proxy,Large accelerated filer,2026-03-25,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
547,P,"Everpure, Inc.",NYSE,,,0001474432,sec_filer_category_proxy,Large accelerated filer,2026-03-25,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
548,PATH,"UiPath, Inc.",NYSE,,,0001734722,sec_filer_category_proxy,Large accelerated filer,2026-03-25,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
549,CNM,"Core & Main, Inc.",NYSE,,,0001856525,sec_filer_category_proxy,Large accelerated filer,2026-03-24,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
550,GIII,G III APPAREL GROUP LTD /DE/,NASDAQ,,,0000821002,sec_filer_category_proxy,Large accelerated filer,2026-03-24,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
551,GME,GameStop Corp.,NYSE,,,0001326380,sec_filer_category_proxy,Large accelerated filer,2026-03-24,yes,1,ryan-cohen-gme,Ryan Cohen,ryancohen,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
552,SCE-PG,SOUTHERN CALIFORNIA EDISON Co,NYSE,,,0000092103,sec_filer_category_proxy,Large accelerated filer,2026-03-24,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
553,AMBA,AMBARELLA INC,NASDAQ,,,0001280263,sec_filer_category_proxy,Large accelerated filer,2026-03-23,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
554,CLB,Core Laboratories Inc. /DE/,NYSE,,,0001958086,sec_filer_category_proxy,Large accelerated filer,2026-03-23,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
555,SMTC,SEMTECH CORP,NASDAQ,,,0000088941,sec_filer_category_proxy,Large accelerated filer,2026-03-23,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
556,SEDG,"SOLAREDGE TECHNOLOGIES, INC.",NASDAQ,,,0001419612,sec_filer_category_proxy,Large accelerated filer,2026-03-23,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
557,AEVA,"Aeva Technologies, Inc.",NASDAQ,,,0001789029,sec_filer_category_proxy,Large accelerated filer,2026-03-20,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
558,SNOW,Snowflake Inc.,NYSE,,,0001640147,sec_filer_category_proxy,Large accelerated filer,2026-03-20,yes,2,sridhar-ramaswamy-snow|benoit-dageville-snow,Sridhar Ramaswamy|Benoit Dageville,RamaswmySridhar|BenoitDageville,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
559,VSXY,Victoria's Secret & Co.,NYSE,,,0001856437,sec_filer_category_proxy,Large accelerated filer,2026-03-20,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
560,BURL,"Burlington Stores, Inc.",NYSE,,,0001579298,sec_filer_category_proxy,Large accelerated filer,2026-03-19,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
561,FIVE,"FIVE BELOW, INC",NASDAQ,,,0001177609,sec_filer_category_proxy,Large accelerated filer,2026-03-19,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
562,KSS,KOHLS Corp,NYSE,,,0000885639,sec_filer_category_proxy,Large accelerated filer,2026-03-19,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
563,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",NASDAQ,,,0001639300,sec_filer_category_proxy,Large accelerated filer,2026-03-19,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
564,RBRK,"Rubrik, Inc.",NYSE,,,0001943896,sec_filer_category_proxy,Large accelerated filer,2026-03-19,yes,1,bipul-sinha-rbrk,Bipul Sinha,bipulsinha,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
565,S,"SentinelOne, Inc.",NYSE,,,0001583708,sec_filer_category_proxy,Large accelerated filer,2026-03-19,yes,1,tomer-weingarten-s,Tomer Weingarten,tomerw,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
566,SIG,SIGNET JEWELERS LTD,NYSE,,,0000832988,sec_filer_category_proxy,Large accelerated filer,2026-03-19,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
567,CXM,"Sprinklr, Inc.",NYSE,,,0001569345,sec_filer_category_proxy,Large accelerated filer,2026-03-19,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
568,CORZ,"Core Scientific, Inc./tx",NASDAQ,,,0001839341,sec_filer_category_proxy,Large accelerated filer,2026-03-18,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
569,DOCU,"DOCUSIGN, INC.",NASDAQ,,,0001261333,sec_filer_category_proxy,Large accelerated filer,2026-03-18,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
570,ASO,"Academy Sports & Outdoors, Inc.",NASDAQ,,,0001817358,sec_filer_category_proxy,Large accelerated filer,2026-03-17,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
571,GAP,GAP INC,NYSE,,,0000039911,sec_filer_category_proxy,Large accelerated filer,2026-03-17,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
572,GTLB,Gitlab Inc.,NASDAQ,,,0001653482,sec_filer_category_proxy,Large accelerated filer,2026-03-17,yes,2,sijbrandij|bill-staples-gtlb,Sid Sijbrandij|Bill Staples,sytses|bstaples,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
573,HQY,"HEALTHEQUITY, INC.",NASDAQ,,,0001428336,sec_filer_category_proxy,Large accelerated filer,2026-03-17,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
574,XRX,Xerox Holdings Corp,NASDAQ,,,0001770450,sec_filer_category_proxy,Large accelerated filer,2026-03-17,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
575,FIP,FTAI Infrastructure Inc.,NASDAQ,,,0001899883,sec_filer_category_proxy,Large accelerated filer,2026-03-16,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
576,RPD,"Rapid7, Inc.",NASDAQ,,,0001560327,sec_filer_category_proxy,Large accelerated filer,2026-03-16,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
577,IOT,Samsara Inc.,NYSE,,,0001642896,sec_filer_category_proxy,Large accelerated filer,2026-03-16,yes,1,fadell,Tony Fadell,tfadell,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
578,SAIC,Science Applications International Corp,NASDAQ,,,0001571123,sec_filer_category_proxy,Large accelerated filer,2026-03-16,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
579,ASAN,"Asana, Inc.",NYSE,,,0001477720,sec_filer_category_proxy,Large accelerated filer,2026-03-13,yes,1,dustin-moskovitz-asan,Dustin Moskovitz,moskov,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
580,ADUS,Addus HomeCare Corp,NASDAQ,,,0001468328,sec_filer_category_proxy,Large accelerated filer,2026-03-12,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
581,ASTH,"Astrana Health, Inc.",NASDAQ,,,0001083446,sec_filer_category_proxy,Large accelerated filer,2026-03-12,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
582,BBWI,"Bath & Body Works, Inc.",NYSE,,,0000701985,sec_filer_category_proxy,Large accelerated filer,2026-03-12,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
583,BJ,"BJ's Wholesale Club Holdings, Inc.",NYSE,,,0001531152,sec_filer_category_proxy,Large accelerated filer,2026-03-12,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
584,PD,"PagerDuty, Inc.",NYSE,,,0001568100,sec_filer_category_proxy,Large accelerated filer,2026-03-12,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
585,WMK,WEIS MARKETS INC,NYSE,,,0000105418,sec_filer_category_proxy,Large accelerated filer,2026-03-12,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
586,MDB,"MongoDB, Inc.",NASDAQ,,,0001441816,sec_filer_category_proxy,Large accelerated filer,2026-03-11,yes,1,dev-ittycheria-mdb,Dev Ittycheria,dittycheria,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
587,ENB,ENBRIDGE INC,NYSE,,,0000895728,sec_filer_category_proxy,Large accelerated filer,2026-03-10,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
588,IPAR,INTERPARFUMS INC,NASDAQ,,,0000822663,sec_filer_category_proxy,Large accelerated filer,2026-03-10,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
589,YEXT,"Yext, Inc.",NYSE,,,0001614178,sec_filer_category_proxy,Large accelerated filer,2026-03-10,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
590,BOX,BOX INC,NYSE,,,0001372612,sec_filer_category_proxy,Large accelerated filer,2026-03-09,yes,1,levie,Aaron Levie,levie,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
591,DY,DYCOM INDUSTRIES INC,NYSE,,,0000067215,sec_filer_category_proxy,Large accelerated filer,2026-03-09,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
592,IPGP,IPG PHOTONICS CORP,NASDAQ,,,0001111928,sec_filer_category_proxy,Large accelerated filer,2026-03-06,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
593,OFG,OFG BANCORP,NYSE,,,0001030469,sec_filer_category_proxy,Large accelerated filer,2026-03-05,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
594,OKTA,"Okta, Inc.",NASDAQ,,,0001660134,sec_filer_category_proxy,Large accelerated filer,2026-03-05,yes,1,todd-mckinnon-okta,Todd McKinnon,toddmckinnon,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
